"measure","location","sex","age","cause","metric","year","val","upper","lower","age_group_start","inc_base","inc_base_monthly"
"Incidence","United Kingdom","Female","50 to 54","Self-harm","Rate",2019,79.9730033038431,118.667683246284,53.372969916134,50,0.000799730033038431,6.66686098576008e-05
"Incidence","United Kingdom","Male","55 to 59","Self-harm","Rate",2019,48.5694437187814,68.715469006531,32.9440094585668,55,0.000485694437187814,4.04835492636701e-05
"Incidence","United Kingdom","Female","55 to 59","Self-harm","Rate",2019,57.6426190563232,81.435536280464,39.6328091338251,55,0.000576426190563232,4.80482113152103e-05
"Incidence","United Kingdom","Male","60 to 64","Self-harm","Rate",2019,28.8114853916736,42.6715893818196,17.7580697506013,60,0.000288114853916736,2.4012742270707e-05
"Incidence","United Kingdom","Female","60 to 64","Self-harm","Rate",2019,37.0557445433389,53.1255996979895,23.4167859252764,60,0.000370557445433389,3.08850329483468e-05
"Incidence","United Kingdom","Male","65 to 69","Self-harm","Rate",2019,19.0388578472013,28.1246854072865,12.192525695745,65,0.000190388578472013,1.58670995060728e-05
"Incidence","United Kingdom","Female","65 to 69","Self-harm","Rate",2019,25.7951064086606,37.2381114665747,16.9715069016482,65,0.000257951064086606,2.1498463836811e-05
"Incidence","United Kingdom","Male","70 to 74","Self-harm","Rate",2019,12.2421311243715,18.45329416835,7.57690033039025,70,0.000122421311243715,1.02023484009894e-05
"Incidence","United Kingdom","Female","70 to 74","Self-harm","Rate",2019,19.1439219768556,28.426650771451,11.9315542853691,70,0.000191439219768556,1.59546682725331e-05
"Incidence","United Kingdom","Male","75 to 79","Self-harm","Rate",2019,12.6371202072817,19.4708500024016,7.83073164914669,75,0.000126371202072817,1.05315435083853e-05
"Incidence","United Kingdom","Female","75 to 79","Self-harm","Rate",2019,18.8211356562461,28.2229031069713,12.1752837750842,75,0.000188211356562461,1.56856328576982e-05
"Incidence","United Kingdom","Male","80 to 84","Self-harm","Rate",2019,21.8855339195449,31.4937914311813,14.3792869158236,80,0.000218855339195449,1.82397746132379e-05
"Incidence","United Kingdom","Female","80 to 84","Self-harm","Rate",2019,23.8380207900527,34.0930392827499,15.8535849530359,80,0.000238380207900528,1.98671880596857e-05
"Incidence","United Kingdom","Male","85 to 89","Self-harm","Rate",2019,23.6331216122697,34.7095704135225,15.5609818966319,85,0.000236331216122697,1.96964015853895e-05
"Incidence","United Kingdom","Female","85 to 89","Self-harm","Rate",2019,23.5207050194339,33.0792940532663,15.6125855593021,85,0.000235207050194339,1.96027008404487e-05
"Incidence","United Kingdom","Male","90 to 94","Self-harm","Rate",2019,21.8282263961413,31.20822256768,14.3954967885555,90,0.000218282263961413,1.81920087736209e-05
"Incidence","United Kingdom","Female","90 to 94","Self-harm","Rate",2019,22.8042396971135,32.0365092384902,15.1850273742944,90,0.000228042396971135,1.90055196088723e-05
"Incidence","Indonesia","Male","10 to 14","Self-harm","Rate",2019,15.9417425496758,28.8035030971692,8.08948163654542,10,0.000159417425496758,1.3285756227277e-05
"Incidence","Indonesia","Female","10 to 14","Self-harm","Rate",2019,16.5673069264044,30.3644611278587,8.21340724024696,10,0.000165673069264044,1.38071375608284e-05
"Incidence","Indonesia","Male","15 to 19","Self-harm","Rate",2019,42.4048745343025,61.9349158885857,26.4281292931474,15,0.000424048745343025,3.53442653298064e-05
"Incidence","Indonesia","Female","15 to 19","Self-harm","Rate",2019,32.4885925255958,48.489612817162,19.7055151651583,15,0.000324885925255958,2.70778593982612e-05
"Incidence","Indonesia","Male","20 to 24","Self-harm","Rate",2019,48.2404782258819,73.7678546194235,31.224048322586,20,0.000482404782258819,4.02092896581996e-05
"Incidence","Indonesia","Female","20 to 24","Self-harm","Rate",2019,32.1736502059815,50.3101651118663,19.7386815358667,20,0.000321736502059815,2.68153296586471e-05
"Incidence","Indonesia","Male","25 to 29","Self-harm","Rate",2019,36.1510270122601,57.6732425868077,21.8139967501866,25,0.000361510270122601,3.01308486162499e-05
"Incidence","Indonesia","Female","25 to 29","Self-harm","Rate",2019,24.2444712390536,40.0566754354079,14.2074512067032,25,0.000242444712390536,2.02059714283775e-05
"Incidence","Indonesia","Male","30 to 34","Self-harm","Rate",2019,27.8282970432243,44.135180283984,16.4745523059455,30,0.000278282970432243,2.31932058937234e-05
"Incidence","Indonesia","Female","30 to 34","Self-harm","Rate",2019,20.2195911058721,33.1968912661514,11.4274961983426,30,0.000202195911058721,1.68512209672844e-05
"Incidence","Indonesia","Male","35 to 39","Self-harm","Rate",2019,24.4976310132718,39.9719929905497,14.4051246259777,35,0.000244976310132718,2.04169850480662e-05
"Incidence","Indonesia","Female","35 to 39","Self-harm","Rate",2019,17.8750972273703,31.3742316202551,9.83710518674978,35,0.000178750972273703,1.4897134881009e-05
"Incidence","Indonesia","Male","40 to 44","Self-harm","Rate",2019,24.3132099639868,38.7203548826263,14.189846905128,40,0.000243132099639868,2.02632664506597e-05
"Incidence","Indonesia","Female","40 to 44","Self-harm","Rate",2019,15.8148855223441,26.2596111970373,8.87748058044046,40,0.000158148855223441,1.31800266487403e-05
"Incidence","Indonesia","Male","45 to 49","Self-harm","Rate",2019,20.9413380094124,33.6075669881728,12.1171446914311,45,0.000209413380094124,1.74527902098154e-05
"Incidence","Indonesia","Female","45 to 49","Self-harm","Rate",2019,13.3594223227173,21.837946839639,7.29925447265441,45,0.000133594223227173,1.11335336658858e-05
"Incidence","Indonesia","Male","50 to 54","Self-harm","Rate",2019,12.1898561593693,20.1216548150671,7.24061635506613,50,0.000121898561593693,1.01587810514836e-05
"Incidence","Indonesia","Female","50 to 54","Self-harm","Rate",2019,9.39434749981044,15.7944088994372,5.20997917371573,50,9.39434749981044e-05,7.82896001705335e-06
"Incidence","Indonesia","Male","55 to 59","Self-harm","Rate",2019,9.50091590386628,14.5760849603838,5.73663792160701,55,9.50091590386628e-05,7.91777471220723e-06
"Incidence","Indonesia","Female","55 to 59","Self-harm","Rate",2019,7.94353278834271,12.651991608732,4.64260712571384,55,7.94353278834271e-05,6.6198516750493e-06
"Incidence","Indonesia","Male","60 to 64","Self-harm","Rate",2019,7.73284885895753,12.4803857253693,4.37093891664845,60,7.73284885895753e-05,6.44426911822205e-06
"Incidence","Indonesia","Female","60 to 64","Self-harm","Rate",2019,7.52760877838168,12.0325881464703,4.21942098476042,60,7.52760877838168e-05,6.27322375412742e-06
"Incidence","Indonesia","Male","65 to 69","Self-harm","Rate",2019,7.1521563001215,10.888268557986,4.17735806116413,65,7.1521563001215e-05,5.96032563637827e-06
"Incidence","Indonesia","Female","65 to 69","Self-harm","Rate",2019,8.54041833028586,13.5719191214748,4.8933105457289,65,8.54041833028586e-05,7.11729387592452e-06
"Incidence","Indonesia","Male","70 to 74","Self-harm","Rate",2019,7.37053840746688,11.7225151021108,4.2785259538888,70,7.37053840746688e-05,6.14232284001925e-06
"Incidence","Indonesia","Female","70 to 74","Self-harm","Rate",2019,10.1742573114609,16.5406366493681,5.6512916836326,70,0.000101742573114609,8.4789431570309e-06
"Incidence","Indonesia","Male","75 to 79","Self-harm","Rate",2019,7.20547439095461,11.7089969313653,4.12635712280178,75,7.20547439095461e-05,6.00476030276909e-06
"Incidence","Indonesia","Female","75 to 79","Self-harm","Rate",2019,13.7005264419296,22.344889826329,7.60757662337913,75,0.000137005264419296,1.14178223576955e-05
"Incidence","Indonesia","Male","80 to 84","Self-harm","Rate",2019,7.77709482042429,12.1616777346984,4.58190730940376,80,7.77709482042429e-05,6.481143374093e-06
"Incidence","Indonesia","Female","80 to 84","Self-harm","Rate",2019,21.0568304216495,31.3831396727896,13.0344500423023,80,0.000210568304216495,1.75490524164656e-05
"Incidence","Indonesia","Male","85 to 89","Self-harm","Rate",2019,6.54849460302222,10.0369613978641,3.98052978515773,85,6.54849460302222e-05,5.4572426311239e-06
"Incidence","Indonesia","Female","85 to 89","Self-harm","Rate",2019,25.7156378085768,39.2158841847943,15.0202681868262,85,0.000257156378085768,2.14322243646814e-05
"Incidence","Indonesia","Male","90 to 94","Self-harm","Rate",2019,6.9749462508308,10.5749530974519,4.15190861213447,90,6.9749462508308e-05,5.81264103283186e-06
"Incidence","Indonesia","Female","90 to 94","Self-harm","Rate",2019,24.2317577824056,36.4174608568164,14.827207977501,90,0.000242317577824056,2.01953745266881e-05
"Incidence","Yemen","Male","10 to 14","Major depressive disorder","Rate",2019,1994.5857465897,3204.1235179575,991.062643935,10,0.019945857465897,0.00167754645665008
"Incidence","Yemen","Female","10 to 14","Major depressive disorder","Rate",2019,3409.8524705177,5528.893612725,1710.038210248,10,0.034098524705177,0.00288694493832398
"Incidence","Yemen","Male","15 to 19","Major depressive disorder","Rate",2019,4447.7586998787,6402.0323110125,2925.9549524625,15,0.044477586998787,0.00378424319843218
"Incidence","Yemen","Female","15 to 19","Major depressive disorder","Rate",2019,7309.687009096,10537.71574895,4868.9725416875,15,0.07309687009096,0.00630555413969103
"Incidence","Yemen","Male","20 to 24","Major depressive disorder","Rate",2019,5599.1987169235,7898.4212047375,3672.6056470425,20,0.055991987169235,0.00479020890369231
"Incidence","Yemen","Female","20 to 24","Major depressive disorder","Rate",2019,8927.6834457962,12519.727930525,5898.07132365,20,0.089276834457962,0.00776273874056232
"Incidence","Yemen","Male","25 to 29","Major depressive disorder","Rate",2019,5739.5166296328,8579.37340626,3767.46834266,25,0.057395166296328,0.00491356677912158
"Incidence","Yemen","Female","25 to 29","Major depressive disorder","Rate",2019,9108.6653073063,13227.6812515,5898.4008829975,25,0.091086653073063,0.00792720576588724
"Incidence","Yemen","Male","30 to 34","Major depressive disorder","Rate",2019,6098.9077126796,8775.3659432325,4126.4432292825,30,0.060989077126796,0.00523028811121928
"Incidence","Yemen","Female","30 to 34","Major depressive disorder","Rate",2019,9665.6890878744,13786.5272295,6652.06430755,30,0.096656890878744,0.00843529091809758
"Incidence","Yemen","Male","35 to 39","Major depressive disorder","Rate",2019,6671.2643608003,9102.5815417375,4825.08149984,35,0.066712643608003,0.00573699139454353
"Incidence","Yemen","Female","35 to 39","Major depressive disorder","Rate",2019,10581.1487824544,14535.39860825,7216.98564201,35,0.105811487824544,0.00927659297210437
"Incidence","Yemen","Male","40 to 44","Major depressive disorder","Rate",2019,6835.0890335728,9712.93673295,4541.6585537425,40,0.068350890335728,0.00588254857005988
"Incidence","Yemen","Female","40 to 44","Major depressive disorder","Rate",2019,10908.0892041353,15121.43726475,7155.33655881,40,0.109080892041353,0.00957896359280541
"Incidence","Yemen","Male","45 to 49","Major depressive disorder","Rate",2019,6617.5076766777,8719.637827755,4792.9068255075,45,0.066175076766777,0.00568927995716983
"Incidence","Yemen","Female","45 to 49","Major depressive disorder","Rate",2019,10712.9892625454,13844.963824975,7751.43687696,45,0.107129892625454,0.00939840341707121
"Incidence","Yemen","Male","50 to 54","Major depressive disorder","Rate",2019,6396.7939907506,8303.4082655675,4740.2486135,50,0.063967939907506,0.00549365031255911
"Incidence","Yemen","Female","50 to 54","Major depressive disorder","Rate",2019,10510.1001422938,13458.307043,7798.522500965,50,0.105101001422938,0.00921101775232391
"Incidence","Yemen","Male","55 to 59","Major depressive disorder","Rate",2019,6171.7586741136,8455.707111215,4265.360160725,55,0.061717586741136,0.00529462505546952
"Incidence","Yemen","Female","55 to 59","Major depressive disorder","Rate",2019,10296.6709587852,13866.0069917,7113.9642381175,55,0.102966709587852,0.0090143172641296
"Incidence","Yemen","Male","60 to 64","Major depressive disorder","Rate",2019,5909.3594907283,8207.87384129,4028.80194435,60,0.059093594907283,0.00506310634627638
"Incidence","Yemen","Female","60 to 64","Major depressive disorder","Rate",2019,9721.7087751575,13316.9780887,6722.601241515,60,0.097217087751575,0.00848654768750468
"Incidence","Yemen","Male","65 to 69","Major depressive disorder","Rate",2019,5611.8017765497,7280.66630571,4245.58251297,65,0.056118017765497,0.00480128177571082
"Incidence","Yemen","Female","65 to 69","Major depressive disorder","Rate",2019,8794.7097021082,11389.386378825,6643.74712805,65,0.087947097021082,0.00764208984833381
"Incidence","Yemen","Male","70 to 74","Major depressive disorder","Rate",2019,5309.8621937756,6914.82342861,3973.6220949275,70,0.053098621937756,0.0045363738202272
"Incidence","Yemen","Female","70 to 74","Major depressive disorder","Rate",2019,7848.3898262561,10120.6108258,5921.9967595925,70,0.078483898262561,0.00678810838230126
"Incidence","Yemen","Male","75 to 79","Major depressive disorder","Rate",2019,5003.277118072,7231.17701982,3275.9617365875,75,0.05003277118072,0.00426818122643113
"Incidence","Yemen","Female","75 to 79","Major depressive disorder","Rate",2019,6880.629625243,9986.73703985,4522.4892092125,75,0.06880629625243,0.00592305277077643
"Incidence","Yemen","Male","80 to 84","Major depressive disorder","Rate",2019,4913.3648255423,6968.2736453475,3214.5578954625,80,0.049133648255423,0.00418967876722476
"Incidence","Yemen","Female","80 to 84","Major depressive disorder","Rate",2019,6522.7492215792,9505.37102085,4028.656238935,80,0.065227492215792,0.00560523890408193
"Incidence","Yemen","Male","85 to 89","Major depressive disorder","Rate",2019,5037.862583759,6726.2149886625,3580.97734605,85,0.05037862583759,0.00429839594983694
"Incidence","Yemen","Female","85 to 89","Major depressive disorder","Rate",2019,6773.4228479481,9052.236242765,4742.24337971,85,0.067734228479481,0.00582773104206491
"Incidence","Yemen","Male","90 to 94","Major depressive disorder","Rate",2019,5156.7897795263,7453.61357805,3471.5672231,90,0.051567897795263,0.00440237074448646
"Incidence","Yemen","Female","90 to 94","Major depressive disorder","Rate",2019,7012.3127703281,10343.330993775,4609.01894261,90,0.070123127703281,0.0060402751589177
"Incidence","Yemen","Male","10 to 14","Bipolar disorder","Rate",2019,120.732111460949,199.3174620023,66.1571217629775,10,0.00120732111460949,0.000100665809014466
"Incidence","Yemen","Female","10 to 14","Bipolar disorder","Rate",2019,171.529200018662,264.21171114105,96.757631130125,10,0.00171529200018662,0.000143053500033408
"Incidence","Yemen","Male","15 to 19","Bipolar disorder","Rate",2019,149.85633266153,221.4275590405,91.41783411015,15,0.0014985633266153,0.000124966132388105
"Incidence","Yemen","Female","15 to 19","Bipolar disorder","Rate",2019,194.476023211654,280.37322985,125.876037467675,15,0.00194476023211654,0.00016220798733102
"Incidence","Yemen","Male","20 to 24","Bipolar disorder","Rate",2019,82.4965790235711,155.2344076075,38.26437281967,20,0.000824965790235711,6.87731568328465e-05
"Incidence","Yemen","Female","20 to 24","Bipolar disorder","Rate",2019,85.0213947948066,161.99468260625,36.946964149375,20,0.000850213947948066,7.08787867150784e-05
"Incidence","Yemen","Male","25 to 29","Bipolar disorder","Rate",2019,59.9457165514849,100.9516289199,29.650623244365,25,0.000599457165514849,4.99684941830392e-05
"Incidence","Yemen","Female","25 to 29","Bipolar disorder","Rate",2019,60.8233938728149,104.18902863775,27.975762662625,25,0.000608233938728149,5.07002970322468e-05
"Incidence","Yemen","Male","30 to 34","Bipolar disorder","Rate",2019,52.8607592277301,97.6444700571,25.07411102505,30,0.000528607592277301,4.40613088158459e-05
"Incidence","Yemen","Female","30 to 34","Bipolar disorder","Rate",2019,54.0210162656727,101.98979713225,25.53433826805,30,0.000540210162656727,4.50286635740316e-05
"Incidence","Yemen","Male","35 to 39","Bipolar disorder","Rate",2019,61.2300143891599,109.55331194465,29.10571709043,35,0.000612300143891599,5.10393371303541e-05
"Incidence","Yemen","Female","35 to 39","Bipolar disorder","Rate",2019,64.6296562742264,121.4830354335,30.0954505486625,35,0.000646296562742264,5.3874007276522e-05
"Incidence","Yemen","Male","40 to 44","Bipolar disorder","Rate",2019,65.1640676018406,117.77034595225,30.7363607484825,40,0.000651640676018406,5.431961514335e-05
"Incidence","Yemen","Female","40 to 44","Bipolar disorder","Rate",2019,67.1047512173003,122.133656485,30.807272155325,40,0.000671047512173003,5.59378325319937e-05
"Incidence","Yemen","Male","45 to 49","Bipolar disorder","Rate",2019,64.7255117001278,118.34341796025,31.312195873325,45,0.000647255117001278,5.39539341862794e-05
"Incidence","Yemen","Female","45 to 49","Bipolar disorder","Rate",2019,61.5260125963657,110.760555044,28.041921662,45,0.000615260125963657,5.12861411663401e-05
"Incidence","Yemen","Male","50 to 54","Bipolar disorder","Rate",2019,63.6730356979859,113.01849238625,31.78237858137,50,0.000636730356979859,5.30763543874491e-05
"Incidence","Yemen","Female","50 to 54","Bipolar disorder","Rate",2019,59.1958498652591,106.1040406575,27.656299252225,50,0.000591958498652591,4.93432638526414e-05
"Incidence","Yemen","Male","55 to 59","Bipolar disorder","Rate",2019,62.0499265194912,94.8150796374,35.162607118505,55,0.000620499265194912,5.17229835317323e-05
"Incidence","Yemen","Female","55 to 59","Bipolar disorder","Rate",2019,60.1459826856039,91.67155892375,33.1032825315675,55,0.000601459826856039,5.0135474539803e-05
"Incidence","Yemen","Male","60 to 64","Bipolar disorder","Rate",2019,56.0097557623994,94.64582788664,24.110483970405,60,0.000560097557623994,4.66867827094708e-05
"Incidence","Yemen","Female","60 to 64","Bipolar disorder","Rate",2019,55.6696827887298,96.33163233195,22.0063876476375,60,0.000556696827887298,4.64032434277506e-05
"Incidence","Yemen","Male","65 to 69","Bipolar disorder","Rate",2019,45.5577979920944,72.05061911956,23.78838410015,65,0.000455577979920944,3.79727612745961e-05
"Incidence","Yemen","Female","65 to 69","Bipolar disorder","Rate",2019,45.7764252246262,74.0951367377025,22.89254169474,65,0.000457764252246262,3.81550269357156e-05
"Incidence","Yemen","Male","70 to 74","Bipolar disorder","Rate",2019,35.0963601011054,51.47732977955,21.908938551615,70,0.000350963601011054,2.92516724239578e-05
"Incidence","Yemen","Female","70 to 74","Bipolar disorder","Rate",2019,35.8733349977269,53.0927469838275,22.5050804845425,70,0.000358733349977269,2.98993621866694e-05
"Incidence","Yemen","Male","75 to 79","Bipolar disorder","Rate",2019,24.6105335220914,41.953302382995,13.831975504965,75,0.000246105335220914,2.05110916536855e-05
"Incidence","Yemen","Female","75 to 79","Bipolar disorder","Rate",2019,25.9448461088205,44.7285524116025,14.4712178564125,75,0.000259448461088205,2.16232765187785e-05
"Incidence","Yemen","Male","80 to 84","Bipolar disorder","Rate",2019,18.9720410871368,35.9401593308,8.55415236549975,80,0.000189720410871368,1.58114091703965e-05
"Incidence","Yemen","Female","80 to 84","Bipolar disorder","Rate",2019,20.1213799044053,38.5028086675875,9.0138894624445,80,0.000201213799044053,1.67693631639709e-05
"Incidence","Yemen","Male","85 to 89","Bipolar disorder","Rate",2019,18.19896546729,29.344087591935,9.56692323366675,85,0.0001819896546729,1.51670697121631e-05
"Incidence","Yemen","Female","85 to 89","Bipolar disorder","Rate",2019,18.4200037907263,30.301947532155,9.19020221953675,85,0.000184200037907263,1.53512992357996e-05
"Incidence","Yemen","Male","90 to 94","Bipolar disorder","Rate",2019,17.4195592170753,30.2756293133175,8.68242364772425,90,0.000174195592170753,1.45174584528229e-05
"Incidence","Yemen","Female","90 to 94","Bipolar disorder","Rate",2019,16.710985459898,29.621617873705,7.95610528217975,90,0.00016710985459898,1.39268879372212e-05
"Incidence","Yemen","Male","10 to 14","Anxiety disorders","Rate",2019,1078.97678135378,1549.9756614225,718.57070337,10,0.0107897678135378,0.000903624775666412
"Incidence","Yemen","Female","10 to 14","Anxiety disorders","Rate",2019,1417.55705653981,1974.66021195,989.21348692,10,0.0141755705653981,0.00118904283507193
"Incidence","Yemen","Male","15 to 19","Anxiety disorders","Rate",2019,733.22609319964,1123.34599476,463.7053279035,15,0.0073322609319964,0.000613084826911914
"Incidence","Yemen","Female","15 to 19","Anxiety disorders","Rate",2019,1283.61914629205,1960.79593564,792.61273766325,15,0.0128361914629205,0.0010760279349159
"Incidence","Yemen","Male","20 to 24","Anxiety disorders","Rate",2019,582.60290934169,1008.1577384775,276.29358281475,20,0.0058260290934169,0.000486803689880633
"Incidence","Yemen","Female","20 to 24","Anxiety disorders","Rate",2019,1181.55833744009,1955.56510605,577.81211647075,20,0.0118155833744009,0.000990004800634714
"Incidence","Yemen","Male","25 to 29","Anxiety disorders","Rate",2019,616.63477518156,946.032792965,402.27794358875,25,0.0061663477518156,0.000515320359617322
"Incidence","Yemen","Female","25 to 29","Anxiety disorders","Rate",2019,1098.58945639109,1632.473410675,691.51329875825,25,0.0109858945639109,0.000920133512263388
"Incidence","Yemen","Male","30 to 34","Anxiety disorders","Rate",2019,648.6374329174,927.4136061465,442.1791045595,30,0.006486374329174,0.000542144841945591
"Incidence","Yemen","Female","30 to 34","Anxiety disorders","Rate",2019,1017.76664884416,1432.4269983975,690.3156312545,30,0.0101776664884416,0.000852121159888419
"Incidence","Yemen","Male","35 to 39","Anxiety disorders","Rate",2019,679.04856940304,1039.664143895,409.36410966875,35,0.0067904856940304,0.000567642658895418
"Incidence","Yemen","Female","35 to 39","Anxiety disorders","Rate",2019,935.59652359085,1399.762258635,563.570154194,35,0.0093559652359085,0.000783027207176157
"Incidence","Yemen","Male","40 to 44","Anxiety disorders","Rate",2019,673.58746178336,1014.5898038,411.1623872265,40,0.0067358746178336,0.000563063337983505
"Incidence","Yemen","Female","40 to 44","Anxiety disorders","Rate",2019,856.7412961584,1345.6241248575,482.62716553125,40,0.008567412961584,0.00071677001571302
"Incidence","Yemen","Male","45 to 49","Anxiety disorders","Rate",2019,634.27892118324,888.79772365,439.437221902,45,0.0063427892118324,0.000530108623155168
"Incidence","Yemen","Female","45 to 49","Anxiety disorders","Rate",2019,782.66857795839,1144.540956195,505.21652523725,45,0.0078266857795839,0.000654575258903556
"Incidence","Yemen","Male","50 to 54","Anxiety disorders","Rate",2019,595.42343323623,819.68692081425,429.8492593695,50,0.0059542343323623,0.000497545472039174
"Incidence","Yemen","Female","50 to 54","Anxiety disorders","Rate",2019,707.63686766675,1007.71904892,495.09386534125,50,0.0070763686766675,0.000591618667979743
"Incidence","Yemen","Male","55 to 59","Anxiety disorders","Rate",2019,556.29880968755,809.57865223975,363.83475087525,55,0.0055629880968755,0.000464768556724726
"Incidence","Yemen","Female","55 to 59","Anxiety disorders","Rate",2019,631.41274280416,935.2092025035,399.68746113525,55,0.0063141274280416,0.000527706200828648
"Incidence","Yemen","Male","60 to 64","Anxiety disorders","Rate",2019,493.60659799226,746.7996423135,304.048342816,60,0.0049360659799226,0.000412272374984979
"Incidence","Yemen","Female","60 to 64","Anxiety disorders","Rate",2019,543.10792263989,844.53117296925,316.37153060325,60,0.0054310792263989,0.000453720467318397
"Incidence","Yemen","Male","65 to 69","Anxiety disorders","Rate",2019,407.74889294052,584.50438673925,283.149921424,65,0.0040774889294052,0.000340427420935652
"Incidence","Yemen","Female","65 to 69","Anxiety disorders","Rate",2019,443.40823480106,660.585453505,290.15778671,65,0.0044340823480106,0.000370259940842943
"Incidence","Yemen","Male","70 to 74","Anxiety disorders","Rate",2019,321.69249147871,432.6520251305,238.72521729225,70,0.0032169249147871,0.000268473149755644
"Incidence","Yemen","Female","70 to 74","Anxiety disorders","Rate",2019,343.36323246745,487.646566365,242.9355303315,70,0.0034336323246745,0.000286587323419685
"Incidence","Yemen","Male","75 to 79","Anxiety disorders","Rate",2019,235.21304954529,338.2584978175,163.239202704,75,0.0023521304954529,0.000196222504161292
"Incidence","Yemen","Female","75 to 79","Anxiety disorders","Rate",2019,242.92229094316,344.340366352,165.669375546,75,0.0024292229094316,0.000202660983030345
"Incidence","Yemen","Male","80 to 84","Anxiety disorders","Rate",2019,168.066589688527,275.30674382475,98.2317927215,80,0.00168066589688527,0.000140163492865941
"Incidence","Yemen","Female","80 to 84","Anxiety disorders","Rate",2019,168.653066578475,275.31074996925,91.9910900462,80,0.00168653066578475,0.000140652979083944
"Incidence","Yemen","Male","85 to 89","Anxiety disorders","Rate",2019,120.475622864176,196.893613152,70.442132578125,85,0.00120475622864176,0.000100451831946069
"Incidence","Yemen","Female","85 to 89","Anxiety disorders","Rate",2019,120.886555751944,196.32701373675,66.163098487875,85,0.00120886555751944,0.000100794655284231
"Incidence","Yemen","Male","90 to 94","Anxiety disorders","Rate",2019,72.5683737896687,118.71017942325,42.445856788125,90,0.000725683737896687,6.04937679945516e-05
"Incidence","Yemen","Female","90 to 94","Anxiety disorders","Rate",2019,72.884519323852,118.279572489,39.9710702945,90,0.00072884519323852,6.07573983631982e-05
"Incidence","Mozambique","Male","10 to 14","Major depressive disorder","Rate",2019,1199.11499606814,1989.74776177,623.642975143,10,0.0119911499606814,0.00100479683198107
"Incidence","Mozambique","Female","10 to 14","Major depressive disorder","Rate",2019,1805.95490816219,2990.4742542325,891.208056001625,10,0.0180595490816219,0.00151756508837408
"Incidence","Mozambique","Male","15 to 19","Major depressive disorder","Rate",2019,3378.7654574292,4996.80395445,2222.64610425,15,0.033787654574292,0.00286020593176328
"Incidence","Mozambique","Female","15 to 19","Major depressive disorder","Rate",2019,4489.0763622105,6715.6553356,2911.5638255625,15,0.044890763622105,0.00382014804796849
"Incidence","Mozambique","Male","20 to 24","Major depressive disorder","Rate",2019,4703.7679759098,6715.639839075,3084.694286285,20,0.047037679759098,0.00400694353887132
"Incidence","Mozambique","Female","20 to 24","Major depressive disorder","Rate",2019,5763.1676084275,8137.5405237525,3659.0985909975,20,0.057631676084275,0.00493437567153043
"Incidence","Mozambique","Male","25 to 29","Major depressive disorder","Rate",2019,4910.6728373133,7159.9323326475,3288.633039125,25,0.049106728373133,0.00418732944049904
"Incidence","Mozambique","Female","25 to 29","Major depressive disorder","Rate",2019,5890.6195589871,8409.3956727375,3658.5425763,25,0.058906195589871,0.00504659447754174
"Incidence","Mozambique","Male","30 to 34","Major depressive disorder","Rate",2019,5305.5600214881,7676.82336213,3621.2814133825,30,0.053055600214881,0.00453260488949392
"Incidence","Mozambique","Female","30 to 34","Major depressive disorder","Rate",2019,6231.7399666581,9006.9712145025,4090.77880931,30,0.062317399666581,0.0053476307760818
"Incidence","Mozambique","Male","35 to 39","Major depressive disorder","Rate",2019,5881.3038703734,8408.4253424,3916.4218372325,35,0.058813038703734,0.00503838748869945
"Incidence","Mozambique","Female","35 to 39","Major depressive disorder","Rate",2019,6780.0184910599,9734.2621848,4558.3899458625,35,0.067800184910599,0.00583359258419358
"Incidence","Mozambique","Male","40 to 44","Major depressive disorder","Rate",2019,6478.8765420082,9175.552018035,4328.28785857,40,0.064788765420082,0.00556635477236223
"Incidence","Mozambique","Female","40 to 44","Major depressive disorder","Rate",2019,7746.066544695,10926.233197,5136.128568785,40,0.07746066544695,0.00669625159034681
"Incidence","Mozambique","Male","45 to 49","Major depressive disorder","Rate",2019,7107.857309422,9217.824956145,5223.60454299,45,0.07107857309422,0.00612542279116146
"Incidence","Mozambique","Female","45 to 49","Major depressive disorder","Rate",2019,9116.4596400041,11990.412027275,6746.594167575,45,0.091164596400041,0.00793429559590442
"Incidence","Mozambique","Male","50 to 54","Major depressive disorder","Rate",2019,7726.1836221336,9801.1648411,5669.4495894025,50,0.077261836221336,0.00667841329868779
"Incidence","Mozambique","Female","50 to 54","Major depressive disorder","Rate",2019,10451.1817067288,13772.28444515,7820.102622355,50,0.104511817067288,0.00915667444191592
"Incidence","Mozambique","Male","55 to 59","Major depressive disorder","Rate",2019,8333.9633044852,11068.745366475,5769.7209281675,55,0.083339633044852,0.00722529194658339
"Incidence","Mozambique","Female","55 to 59","Major depressive disorder","Rate",2019,11752.6648207501,16212.357855,8279.2779096575,55,0.117526648207501,0.0103648019453918
"Incidence","Mozambique","Male","60 to 64","Major depressive disorder","Rate",2019,8996.1605507823,11766.056802825,6470.692087005,60,0.089961605507823,0.00782493195536615
"Incidence","Mozambique","Female","60 to 64","Major depressive disorder","Rate",2019,12528.8816187995,16900.16804775,9165.01142552,60,0.125288816187995,0.0110931391759408
"Incidence","Mozambique","Male","65 to 69","Major depressive disorder","Rate",2019,9709.3355577075,12366.7097131,7552.4153088,65,0.097093355577075,0.00847522396025302
"Incidence","Mozambique","Female","65 to 69","Major depressive disorder","Rate",2019,12817.437401941,16135.5357825,10050.869625,65,0.12817437401941,0.0113654072892434
