measure,country,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,30 to 34,Major depressive disorder,Rate,2019,201.48,336.22,109.27
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,30 to 34,Major depressive disorder,Rate,2019,327.49,546.43,179.47
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,35 to 39,Major depressive disorder,Rate,2019,192.82,293.43,112.67
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,35 to 39,Major depressive disorder,Rate,2019,333.24,517.44,196.45
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,40 to 44,Major depressive disorder,Rate,2019,190.38,298.32,109.09
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,40 to 44,Major depressive disorder,Rate,2019,352.75,559.65,198.1
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,45 to 49,Major depressive disorder,Rate,2019,201.4,303.06,120.51
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,45 to 49,Major depressive disorder,Rate,2019,396.21,603.22,248.5
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,50 to 54,Major depressive disorder,Rate,2019,212.9,318.59,128.61
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,50 to 54,Major depressive disorder,Rate,2019,436.28,641.92,273.77
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,55 to 59,Major depressive disorder,Rate,2019,221.53,344.45,125.76
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,55 to 59,Major depressive disorder,Rate,2019,476.25,730.19,284.81
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,60 to 64,Major depressive disorder,Rate,2019,222.5,344.18,124.23
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,60 to 64,Major depressive disorder,Rate,2019,483.27,742.08,291.91
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,65 to 69,Major depressive disorder,Rate,2019,210.85,316.73,129.05
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,65 to 69,Major depressive disorder,Rate,2019,435.92,646.44,279.88
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,70 to 74,Major depressive disorder,Rate,2019,197.31,290.87,118.52
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,70 to 74,Major depressive disorder,Rate,2019,387.19,569.56,246.25
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,75 to 79,Major depressive disorder,Rate,2019,186.55,291.69,107.28
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,75 to 79,Major depressive disorder,Rate,2019,341.16,530.47,199.01
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,80 to 84,Major depressive disorder,Rate,2019,183.84,290.46,105.71
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,80 to 84,Major depressive disorder,Rate,2019,327.46,519.24,187.89
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,85 to 89,Major depressive disorder,Rate,2019,194.58,293.93,118.38
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,85 to 89,Major depressive disorder,Rate,2019,367.57,557.31,220.61
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,90 to 94,Major depressive disorder,Rate,2019,205.3,323.75,118.65
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,90 to 94,Major depressive disorder,Rate,2019,406.55,634.96,231.93
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,95 plus,Major depressive disorder,Rate,2019,215.02,361.95,107.4
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,95 plus,Major depressive disorder,Rate,2019,443.03,728.64,219.46
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,10 to 14,Bipolar disorder,Rate,2019,20.93,43.37,5.82
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,10 to 14,Bipolar disorder,Rate,2019,20.49,43.32,5.81
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,15 to 19,Bipolar disorder,Rate,2019,74.69,137.95,30.35
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,15 to 19,Bipolar disorder,Rate,2019,77.19,138.99,32.58
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,20 to 24,Bipolar disorder,Rate,2019,96.13,177.69,44.9
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,20 to 24,Bipolar disorder,Rate,2019,103.35,179.46,48.63
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,25 to 29,Bipolar disorder,Rate,2019,99.8,172.29,47.57
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,25 to 29,Bipolar disorder,Rate,2019,110.54,189.29,52.58
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,30 to 34,Bipolar disorder,Rate,2019,99.59,168.98,49.8
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,30 to 34,Bipolar disorder,Rate,2019,111.58,190.9,56.08
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,35 to 39,Bipolar disorder,Rate,2019,101.27,165.77,47.39
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,35 to 39,Bipolar disorder,Rate,2019,113.16,192.25,58.93
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,40 to 44,Bipolar disorder,Rate,2019,104.39,180.8,52.4
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,40 to 44,Bipolar disorder,Rate,2019,117.27,196.79,62.25
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,45 to 49,Bipolar disorder,Rate,2019,106.46,183.9,55.27
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,45 to 49,Bipolar disorder,Rate,2019,116.48,198.61,61.58
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,50 to 54,Bipolar disorder,Rate,2019,104.61,183.62,49.3
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,50 to 54,Bipolar disorder,Rate,2019,114.93,200.76,58.85
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,55 to 59,Bipolar disorder,Rate,2019,106.22,183.98,54.04
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,55 to 59,Bipolar disorder,Rate,2019,111.94,188.82,59.22
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,60 to 64,Bipolar disorder,Rate,2019,106.26,179.53,53.89
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,60 to 64,Bipolar disorder,Rate,2019,105.73,174.67,56.7
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,65 to 69,Bipolar disorder,Rate,2019,100.1,169.01,50.15
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,65 to 69,Bipolar disorder,Rate,2019,94.14,157.92,46.64
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,70 to 74,Bipolar disorder,Rate,2019,89.03,149.59,43.67
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,70 to 74,Bipolar disorder,Rate,2019,81,138.68,42.9
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,75 to 79,Bipolar disorder,Rate,2019,75.07,130.93,36.98
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,75 to 79,Bipolar disorder,Rate,2019,66.94,113.34,34.82
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,80 to 84,Bipolar disorder,Rate,2019,61.43,105.19,30.94
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,80 to 84,Bipolar disorder,Rate,2019,54,92.13,25.5
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,85 to 89,Bipolar disorder,Rate,2019,51.24,88.1,24.59
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,85 to 89,Bipolar disorder,Rate,2019,44.75,77.22,20.14
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,90 to 94,Bipolar disorder,Rate,2019,44.09,78.56,19.93
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,90 to 94,Bipolar disorder,Rate,2019,38.6,68.65,17.17
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,95 plus,Bipolar disorder,Rate,2019,37.85,69.46,15.3
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,95 plus,Bipolar disorder,Rate,2019,33.16,59.14,14.29
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,10 to 14,Anxiety disorders,Rate,2019,148.34,247.64,77.13
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,10 to 14,Anxiety disorders,Rate,2019,271.19,449.07,145.85
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,15 to 19,Anxiety disorders,Rate,2019,184.82,286.79,107.71
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,15 to 19,Anxiety disorders,Rate,2019,345,532.28,203.8
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,20 to 24,Anxiety disorders,Rate,2019,185.3,293.42,101.75
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,20 to 24,Anxiety disorders,Rate,2019,358.88,593.98,205.25
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,25 to 29,Anxiety disorders,Rate,2019,185.43,300.46,100.54
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,25 to 29,Anxiety disorders,Rate,2019,365.62,619.97,199.64
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,30 to 34,Anxiety disorders,Rate,2019,188.58,298.84,113.71
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,30 to 34,Anxiety disorders,Rate,2019,370.67,594.7,224.49
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,35 to 39,Anxiety disorders,Rate,2019,191.27,295.48,114.06
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,35 to 39,Anxiety disorders,Rate,2019,375.89,584.41,225.3
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,40 to 44,Anxiety disorders,Rate,2019,195.62,320.01,106.1
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,40 to 44,Anxiety disorders,Rate,2019,378.91,598.95,222.25
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,45 to 49,Anxiety disorders,Rate,2019,196.08,315.76,112.92
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,45 to 49,Anxiety disorders,Rate,2019,369.98,595.73,214.26
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,50 to 54,Anxiety disorders,Rate,2019,196.48,303.25,119.13
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,50 to 54,Anxiety disorders,Rate,2019,353.04,539.05,213.6
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,55 to 59,Anxiety disorders,Rate,2019,194.45,294.59,117.71
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,55 to 59,Anxiety disorders,Rate,2019,335.34,501.61,208.1
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,60 to 64,Anxiety disorders,Rate,2019,191.14,308.06,108.82
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,60 to 64,Anxiety disorders,Rate,2019,314.54,501.59,193.29
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,65 to 69,Anxiety disorders,Rate,2019,181.21,287.17,106.5
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,65 to 69,Anxiety disorders,Rate,2019,301.54,495.08,174.18
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,70 to 74,Anxiety disorders,Rate,2019,166.39,264.78,95.6
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,70 to 74,Anxiety disorders,Rate,2019,291.11,476.01,172.44
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,75 to 79,Anxiety disorders,Rate,2019,152.99,238.64,90.76
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,75 to 79,Anxiety disorders,Rate,2019,284.82,454.79,173.57
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,80 to 84,Anxiety disorders,Rate,2019,136.71,217.57,75.41
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,80 to 84,Anxiety disorders,Rate,2019,276.83,431.18,161.01
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,85 to 89,Anxiety disorders,Rate,2019,118.84,193.57,63.17
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,85 to 89,Anxiety disorders,Rate,2019,260.11,412.12,145.26
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,90 to 94,Anxiety disorders,Rate,2019,99.13,168.2,51.01
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,90 to 94,Anxiety disorders,Rate,2019,234.95,380.42,133.57
DALYs (Disability-Adjusted Life Years),Viet Nam,Males,95 plus,Anxiety disorders,Rate,2019,74.41,131.86,33.28
DALYs (Disability-Adjusted Life Years),Viet Nam,Females,95 plus,Anxiety disorders,Rate,2019,199.22,325.62,104.25
DALYs (Disability-Adjusted Life Years),United States of America,Males,10 to 14,All causes,Rate,2019,6491.12,8173.73,5041.02
DALYs (Disability-Adjusted Life Years),United States of America,Females,10 to 14,All causes,Rate,2019,6930.39,9032.23,5207.75
DALYs (Disability-Adjusted Life Years),United States of America,Males,15 to 19,All causes,Rate,2019,13000.93,15415.47,10869.23
DALYs (Disability-Adjusted Life Years),United States of America,Females,15 to 19,All causes,Rate,2019,12983.5,16572.93,10015.49
DALYs (Disability-Adjusted Life Years),United States of America,Males,20 to 24,All causes,Rate,2019,20171.48,23240.97,17198.42
DALYs (Disability-Adjusted Life Years),United States of America,Females,20 to 24,All causes,Rate,2019,17230.87,21467.51,13304.88
DALYs (Disability-Adjusted Life Years),United States of America,Males,25 to 29,All causes,Rate,2019,21842.21,25362.6,18494.39
DALYs (Disability-Adjusted Life Years),United States of America,Females,25 to 29,All causes,Rate,2019,19451.45,24083.15,15276.42
DALYs (Disability-Adjusted Life Years),United States of America,Males,30 to 34,All causes,Rate,2019,22330.82,25856.81,18963.18
DALYs (Disability-Adjusted Life Years),United States of America,Females,30 to 34,All causes,Rate,2019,20795.88,25520.12,16477.08
DALYs (Disability-Adjusted Life Years),United States of America,Males,35 to 39,All causes,Rate,2019,23613.25,27255.62,20328.32
DALYs (Disability-Adjusted Life Years),United States of America,Females,35 to 39,All causes,Rate,2019,22502.75,27367.07,18126.02
DALYs (Disability-Adjusted Life Years),United States of America,Males,40 to 44,All causes,Rate,2019,26277.19,30230.25,22773.69
DALYs (Disability-Adjusted Life Years),United States of America,Females,40 to 44,All causes,Rate,2019,25695.15,30871.97,21059.45
DALYs (Disability-Adjusted Life Years),United States of America,Males,45 to 49,All causes,Rate,2019,31232.68,35535.2,27374.58
DALYs (Disability-Adjusted Life Years),United States of America,Females,45 to 49,All causes,Rate,2019,28904.91,34296.52,24053.13
DALYs (Disability-Adjusted Life Years),United States of America,Males,50 to 54,All causes,Rate,2019,39118.98,43890.24,34794.85
DALYs (Disability-Adjusted Life Years),United States of America,Females,50 to 54,All causes,Rate,2019,33754.82,39480.09,28814.65
DALYs (Disability-Adjusted Life Years),United States of America,Males,55 to 59,All causes,Rate,2019,48815.91,54178.29,43984.12
DALYs (Disability-Adjusted Life Years),United States of America,Females,55 to 59,All causes,Rate,2019,39129.51,45156.92,33665.53
DALYs (Disability-Adjusted Life Years),United States of America,Males,60 to 64,All causes,Rate,2019,58983.1,65073.46,53534.16
DALYs (Disability-Adjusted Life Years),United States of America,Females,60 to 64,All causes,Rate,2019,46196.54,52918.46,40348.93
DALYs (Disability-Adjusted Life Years),United States of America,Males,65 to 69,All causes,Rate,2019,69311.41,75947.56,63222.44
DALYs (Disability-Adjusted Life Years),United States of America,Females,65 to 69,All causes,Rate,2019,53854.78,60772.1,47462.96
DALYs (Disability-Adjusted Life Years),United States of America,Males,70 to 74,All causes,Rate,2019,83539.41,91094.17,76651.48
DALYs (Disability-Adjusted Life Years),United States of America,Females,70 to 74,All causes,Rate,2019,66303.91,73850.17,59261.06
DALYs (Disability-Adjusted Life Years),United States of America,Males,75 to 79,All causes,Rate,2019,100020.72,108240.1,92364.05
DALYs (Disability-Adjusted Life Years),United States of America,Females,75 to 79,All causes,Rate,2019,78840.53,87357.78,71009.28
DALYs (Disability-Adjusted Life Years),United States of America,Males,80 to 84,All causes,Rate,2019,120127.92,129132.36,111504.26
DALYs (Disability-Adjusted Life Years),United States of America,Females,80 to 84,All causes,Rate,2019,98286.81,107509.72,89766.71
DALYs (Disability-Adjusted Life Years),United States of America,Males,85 to 89,All causes,Rate,2019,143400.56,152818.19,134223.76
DALYs (Disability-Adjusted Life Years),United States of America,Females,85 to 89,All causes,Rate,2019,116161.97,125824.95,106909.14
DALYs (Disability-Adjusted Life Years),United States of America,Males,90 to 94,All causes,Rate,2019,164355.61,174145.93,154794.61
DALYs (Disability-Adjusted Life Years),United States of America,Females,90 to 94,All causes,Rate,2019,142573.37,152482.66,132911.31
DALYs (Disability-Adjusted Life Years),United States of America,Males,95 plus,All causes,Rate,2019,190188.78,200060.23,179993.66
DALYs (Disability-Adjusted Life Years),United States of America,Females,95 plus,All causes,Rate,2019,180090.59,190249.87,169925.37
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,75 to 79,Major depressive disorder,Rate,2019,1225,1842.78,737
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,75 to 79,Major depressive disorder,Rate,2019,1654.13,2557.29,1012.4
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,80 to 84,Major depressive disorder,Rate,2019,1264.52,1870.17,782.66
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,80 to 84,Major depressive disorder,Rate,2019,1626.16,2540.47,960.86
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,85 to 89,Major depressive disorder,Rate,2019,1276.1,1870.72,818.38
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,85 to 89,Major depressive disorder,Rate,2019,1554.71,2291.83,976.84
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,90 to 94,Major depressive disorder,Rate,2019,1286.57,1943.02,788.45
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,90 to 94,Major depressive disorder,Rate,2019,1488.77,2256.21,894.38
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,95 plus,Major depressive disorder,Rate,2019,1295.23,2100.94,676.57
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,95 plus,Major depressive disorder,Rate,2019,1416.26,2361.93,747.36
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,10 to 14,Bipolar disorder,Rate,2019,41.23,79.99,14.45
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,10 to 14,Bipolar disorder,Rate,2019,43.68,85.79,15.5
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,15 to 19,Bipolar disorder,Rate,2019,148.9,269.95,65.48
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,15 to 19,Bipolar disorder,Rate,2019,152.77,272.59,68.63
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,20 to 24,Bipolar disorder,Rate,2019,191.44,336.4,94.13
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,20 to 24,Bipolar disorder,Rate,2019,193.13,347.33,93.85
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,25 to 29,Bipolar disorder,Rate,2019,196.37,341.84,99.91
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,25 to 29,Bipolar disorder,Rate,2019,192.57,331.79,100.85
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,30 to 34,Bipolar disorder,Rate,2019,188.67,322.46,96.55
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,30 to 34,Bipolar disorder,Rate,2019,183.32,312.08,92.74
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,35 to 39,Bipolar disorder,Rate,2019,188.91,318.34,99.22
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,35 to 39,Bipolar disorder,Rate,2019,179.79,294.72,96.59
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,40 to 44,Bipolar disorder,Rate,2019,191.54,327.98,99.34
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,40 to 44,Bipolar disorder,Rate,2019,183.13,314.79,93.64
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,45 to 49,Bipolar disorder,Rate,2019,191.18,314.11,104.18
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,45 to 49,Bipolar disorder,Rate,2019,185.12,315.12,95.03
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,50 to 54,Bipolar disorder,Rate,2019,189.63,324.29,98.85
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,50 to 54,Bipolar disorder,Rate,2019,184.78,317.93,98.36
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,55 to 59,Bipolar disorder,Rate,2019,179.86,301.85,97.01
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,55 to 59,Bipolar disorder,Rate,2019,176.87,294.43,94.63
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,60 to 64,Bipolar disorder,Rate,2019,166.2,278.62,88.36
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,60 to 64,Bipolar disorder,Rate,2019,165.77,278.57,91.43
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,65 to 69,Bipolar disorder,Rate,2019,145.17,243.16,76.19
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,65 to 69,Bipolar disorder,Rate,2019,145.11,240,77.6
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,70 to 74,Bipolar disorder,Rate,2019,121.75,207.57,63.01
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,70 to 74,Bipolar disorder,Rate,2019,122.26,206.82,62.6
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,75 to 79,Bipolar disorder,Rate,2019,97.88,165.12,48.73
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,75 to 79,Bipolar disorder,Rate,2019,97.62,163.95,49.83
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,80 to 84,Bipolar disorder,Rate,2019,73.69,127.83,37.56
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,80 to 84,Bipolar disorder,Rate,2019,72.57,127.11,36.48
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,85 to 89,Bipolar disorder,Rate,2019,57.69,100.28,25.72
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,85 to 89,Bipolar disorder,Rate,2019,56.65,99.57,28.43
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,90 to 94,Bipolar disorder,Rate,2019,47.27,85.76,21.43
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,90 to 94,Bipolar disorder,Rate,2019,45.62,80.36,21.79
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,95 plus,Bipolar disorder,Rate,2019,39.15,72.56,17.12
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,95 plus,Bipolar disorder,Rate,2019,38.03,69.63,16.11
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,10 to 14,Anxiety disorders,Rate,2019,241.82,401.82,128.49
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,10 to 14,Anxiety disorders,Rate,2019,337.86,558.43,185.75
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,15 to 19,Anxiety disorders,Rate,2019,347.01,532.5,205.05
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,15 to 19,Anxiety disorders,Rate,2019,487.9,793.44,288.97
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,20 to 24,Anxiety disorders,Rate,2019,406.41,670.11,226.46
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,20 to 24,Anxiety disorders,Rate,2019,569.91,950.82,324.02
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,25 to 29,Anxiety disorders,Rate,2019,428.16,699.61,232.89
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,25 to 29,Anxiety disorders,Rate,2019,595.08,986.6,324.33
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,30 to 34,Anxiety disorders,Rate,2019,430.6,692.97,242.16
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,30 to 34,Anxiety disorders,Rate,2019,589.8,941.92,336.87
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,35 to 39,Anxiety disorders,Rate,2019,425.55,673.61,250.99
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,35 to 39,Anxiety disorders,Rate,2019,573.3,896.9,337.27
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,40 to 44,Anxiety disorders,Rate,2019,413.06,673.52,229.81
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,40 to 44,Anxiety disorders,Rate,2019,553.02,902.7,303.46
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,45 to 49,Anxiety disorders,Rate,2019,391.92,625.35,218.47
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,45 to 49,Anxiety disorders,Rate,2019,534.36,873.25,300.71
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,50 to 54,Anxiety disorders,Rate,2019,364.67,574.72,215.98
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,50 to 54,Anxiety disorders,Rate,2019,516.26,825.04,305.33
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,55 to 59,Anxiety disorders,Rate,2019,334.76,516.56,205.28
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,55 to 59,Anxiety disorders,Rate,2019,501.31,759.47,307.45
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,60 to 64,Anxiety disorders,Rate,2019,308.92,495.86,175.43
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,60 to 64,Anxiety disorders,Rate,2019,484.29,754.73,294.06
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,65 to 69,Anxiety disorders,Rate,2019,283.16,469.24,162.03
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,65 to 69,Anxiety disorders,Rate,2019,465.28,747.65,270.14
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,70 to 74,Anxiety disorders,Rate,2019,258.33,421.04,147.65
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,70 to 74,Anxiety disorders,Rate,2019,441.15,717.94,257.51
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,75 to 79,Anxiety disorders,Rate,2019,233.62,375.43,142.2
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,75 to 79,Anxiety disorders,Rate,2019,415.68,659.44,250.79
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,80 to 84,Anxiety disorders,Rate,2019,205.01,333.55,116.74
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,80 to 84,Anxiety disorders,Rate,2019,386.86,611.66,235.47
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,85 to 89,Anxiety disorders,Rate,2019,173.22,275.73,95.23
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,85 to 89,Anxiety disorders,Rate,2019,347.89,535.66,208.23
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,90 to 94,Anxiety disorders,Rate,2019,137.91,225.2,72.7
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,90 to 94,Anxiety disorders,Rate,2019,301.46,477.82,170.23
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Males,95 plus,Anxiety disorders,Rate,2019,100.19,171.08,48.19
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Females,95 plus,Anxiety disorders,Rate,2019,248.42,397.12,136.13
