measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Seychelles,Male,10 to 14,Self-harm,Number,2019,0.014176464871350342,0.027240924234443124,0.006914166611551021
Deaths,Seychelles,Female,10 to 14,Self-harm,Number,2019,0.0038912268525326506,0.006419618871312257,0.0021558813268121287
Deaths,Seychelles,Male,10 to 14,Self-harm,Percent,2019,0.011682790079789762,0.022720114274562855,0.0057231259170068376
Deaths,Seychelles,Female,10 to 14,Self-harm,Percent,2019,0.006459051309602292,0.010418966815778776,0.003644345583709873
Deaths,Seychelles,Male,10 to 14,Self-harm,Rate,2019,0.3977609784775517,0.764321484689916,0.19399657825310768
Deaths,Seychelles,Female,10 to 14,Self-harm,Rate,2019,0.11168996595840215,0.18426245510104605,0.06188030693848662
Deaths,Seychelles,Male,15 to 19,Self-harm,Number,2019,0.2029677978159738,0.30925742984684024,0.1303887478671653
Deaths,Seychelles,Female,15 to 19,Self-harm,Number,2019,0.04856283113349755,0.0705038800596696,0.03107777097405642
Deaths,Seychelles,Male,15 to 19,Self-harm,Percent,2019,0.07432659443612524,0.11057620187519865,0.048456849162928035
Deaths,Seychelles,Female,15 to 19,Self-harm,Percent,2019,0.038358566961460575,0.054816948682830526,0.025378326916848118
Deaths,Seychelles,Male,15 to 19,Self-harm,Rate,2019,5.697046103726312,8.680459928696608,3.6598451379952115
Deaths,Seychelles,Female,15 to 19,Self-harm,Rate,2019,1.4321209638515895,2.079163885416141,0.9164854330542629
Deaths,Seychelles,Male,20 to 24,Self-harm,Number,2019,0.7148414881771809,1.069619515911624,0.4664215896256591
Deaths,Seychelles,Female,20 to 24,Self-harm,Number,2019,0.0586783556787189,0.08487041330435281,0.038897570408059017
Deaths,Seychelles,Male,20 to 24,Self-harm,Percent,2019,0.10620652746284366,0.15587866561286948,0.07209895921655861
Deaths,Seychelles,Female,20 to 24,Self-harm,Percent,2019,0.035109904931272425,0.04914089062827125,0.02418414587844722
Deaths,Seychelles,Male,20 to 24,Self-harm,Rate,2019,18.214292250860147,27.254101478800795,11.884507665071062
Deaths,Seychelles,Female,20 to 24,Self-harm,Rate,2019,1.7289256074805366,2.500660238040195,1.1460956049192863
Deaths,Seychelles,Male,25 to 29,Self-harm,Number,2019,0.8555779999387919,1.2369228737744073,0.5847707054707127
Deaths,Seychelles,Female,25 to 29,Self-harm,Number,2019,0.06056164033372799,0.08886993273222402,0.03872265254529861
Deaths,Seychelles,Male,25 to 29,Self-harm,Percent,2019,0.10808011440988512,0.15305319136994952,0.07396205238356139
Deaths,Seychelles,Female,25 to 29,Self-harm,Percent,2019,0.0248917177150225,0.034971664042551795,0.01683153446657651
Deaths,Seychelles,Male,25 to 29,Self-harm,Rate,2019,19.23920526211963,27.814428449141126,13.149617725830318
Deaths,Seychelles,Female,25 to 29,Self-harm,Rate,2019,1.736969140622647,2.5488796180957323,1.1106048671006397
Deaths,Seychelles,Male,30 to 34,Self-harm,Number,2019,1.0460525255609308,1.5131728414399088,0.7212919614834381
Deaths,Seychelles,Female,30 to 34,Self-harm,Number,2019,0.05675916269437845,0.08052378648127163,0.037839974261794904
Deaths,Seychelles,Male,30 to 34,Self-harm,Percent,2019,0.0912574641546519,0.12817199513064653,0.06393961037995721
Deaths,Seychelles,Female,30 to 34,Self-harm,Percent,2019,0.017370934389274128,0.02423314422702449,0.012104942513685076
Deaths,Seychelles,Male,30 to 34,Self-harm,Rate,2019,22.084356492471866,31.94624327986391,15.22798179184424
Deaths,Seychelles,Female,30 to 34,Self-harm,Rate,2019,1.6177065798388603,2.295027851726822,1.0784862291547068
Deaths,Seychelles,Male,35 to 39,Self-harm,Number,2019,0.7959104228457213,1.1034686955031374,0.5649481424446627
Deaths,Seychelles,Female,35 to 39,Self-harm,Number,2019,0.05528750175183763,0.07915554818979689,0.037290147067035415
Deaths,Seychelles,Male,35 to 39,Self-harm,Percent,2019,0.06123176585273775,0.0826998036115418,0.04362746485414439
Deaths,Seychelles,Female,35 to 39,Self-harm,Percent,2019,0.011574841444635315,0.015821729005953775,0.008179657061565985
Deaths,Seychelles,Male,35 to 39,Self-harm,Rate,2019,17.081655146259752,23.68240342158622,12.124793277936918
Deaths,Seychelles,Female,35 to 39,Self-harm,Rate,2019,1.5870887508269702,2.272247363634825,1.070454823450368
Deaths,Seychelles,Male,40 to 44,Self-harm,Number,2019,0.9099351180680684,1.2766397466455033,0.6435322775946798
Deaths,Seychelles,Female,40 to 44,Self-harm,Number,2019,0.05468372597864413,0.07632748066229816,0.038152949892306755
Deaths,Seychelles,Male,40 to 44,Self-harm,Percent,2019,0.042473367139210405,0.058545170716601605,0.03039472315284266
Deaths,Seychelles,Female,40 to 44,Self-harm,Percent,2019,0.007627390602086565,0.010437128383518204,0.005491555584574234
Deaths,Seychelles,Male,40 to 44,Self-harm,Rate,2019,20.619043563336387,28.928535703356832,14.58238043862944
Deaths,Seychelles,Female,40 to 44,Self-harm,Rate,2019,1.5504511054714918,2.1641178367569642,1.0817529763905833
Deaths,Seychelles,Male,45 to 49,Self-harm,Number,2019,0.8021572722724368,1.1346033238511375,0.5496532666020963
Deaths,Seychelles,Female,45 to 49,Self-harm,Number,2019,0.058675870584058695,0.08542488820030633,0.03950952741733056
Deaths,Seychelles,Male,45 to 49,Self-harm,Percent,2019,0.028551154792696685,0.03937054559848129,0.019744555957851347
Deaths,Seychelles,Female,45 to 49,Self-harm,Percent,2019,0.005172434707816426,0.007079249233215433,0.003685169649862508
Deaths,Seychelles,Male,45 to 49,Self-harm,Rate,2019,19.656794387885796,27.803356049583954,13.469205627992713
Deaths,Seychelles,Female,45 to 49,Self-harm,Rate,2019,1.644986741418893,2.394899420799954,1.1076554657698168
Deaths,Seychelles,Male,50 to 54,Self-harm,Number,2019,0.648683602437643,0.906092181290105,0.4337486914632824
Deaths,Seychelles,Female,50 to 54,Self-harm,Number,2019,0.053950848072006875,0.07486635275343688,0.03688061626429359
Deaths,Seychelles,Male,50 to 54,Self-harm,Percent,2019,0.01865840527483057,0.025494517686765826,0.012944996107889212
Deaths,Seychelles,Female,50 to 54,Self-harm,Percent,2019,0.0033061661684853027,0.004459102903310187,0.0023562312387132417
Deaths,Seychelles,Male,50 to 54,Self-harm,Rate,2019,17.973765407862036,25.10605824350545,12.01833559077458
Deaths,Seychelles,Female,50 to 54,Self-harm,Rate,2019,1.6053101629774915,2.227652043203178,1.0973845680224403
Deaths,Seychelles,Male,55 to 59,Self-harm,Number,2019,0.5977333015423414,0.8538835892389381,0.3878813933603782
Deaths,Seychelles,Female,55 to 59,Self-harm,Number,2019,0.04355418537615185,0.06193404902491064,0.02986974915593191
Deaths,Seychelles,Male,55 to 59,Self-harm,Percent,2019,0.012865797943620739,0.017582566104740866,0.00839973263246396
Deaths,Seychelles,Female,55 to 59,Self-harm,Percent,2019,0.002375190040088684,0.003286707076366537,0.0016880847265157537
Deaths,Seychelles,Male,55 to 59,Self-harm,Rate,2019,19.09528951669795,27.278310089135488,12.391324835415679
Deaths,Seychelles,Female,55 to 59,Self-harm,Rate,2019,1.4589040372797786,2.074561454592152,1.0005260633340647
Deaths,Seychelles,Male,60 to 64,Self-harm,Number,2019,0.48063791322443866,0.6687334755685571,0.31776298641235495
Deaths,Seychelles,Female,60 to 64,Self-harm,Number,2019,0.034842959196506804,0.04911771160725275,0.023434268589743804
Deaths,Seychelles,Male,60 to 64,Self-harm,Percent,2019,0.008948393763754765,0.012093802578035561,0.005943062425008579
Deaths,Seychelles,Female,60 to 64,Self-harm,Percent,2019,0.0015138951559515996,0.0020894224870343665,0.0010753038255466123
Deaths,Seychelles,Male,60 to 64,Self-harm,Rate,2019,19.856933654984374,27.62785850193887,13.127966740845551
Deaths,Seychelles,Female,60 to 64,Self-harm,Rate,2019,1.4790978575990892,2.0850669312766343,0.9947942788098977
Deaths,Seychelles,Male,65 to 69,Self-harm,Number,2019,0.3637863078747526,0.5198174184687415,0.22639996990649852
Deaths,Seychelles,Female,65 to 69,Self-harm,Number,2019,0.028227389844515206,0.03946860253421305,0.019355351817589295
Deaths,Seychelles,Male,65 to 69,Self-harm,Percent,2019,0.007125793363159591,0.009854990344164871,0.004496033502496192
Deaths,Seychelles,Female,65 to 69,Self-harm,Percent,2019,0.0011703973383014653,0.0016086230506496023,0.0007988956647931889
Deaths,Seychelles,Male,65 to 69,Self-harm,Rate,2019,23.942194934808658,34.21121052134948,14.900264510786428
Deaths,Seychelles,Female,65 to 69,Self-harm,Rate,2019,1.8628566070497594,2.6047164618079592,1.2773495960404837
Deaths,Seychelles,Male,70 to 74,Self-harm,Number,2019,0.24733092638087362,0.3398359993683764,0.1495968522074148
Deaths,Seychelles,Female,70 to 74,Self-harm,Number,2019,0.025880942461619174,0.03694075396009424,0.017272429891633995
Deaths,Seychelles,Male,70 to 74,Self-harm,Percent,2019,0.005654342496041872,0.007681997893388768,0.003455883387369781
Deaths,Seychelles,Female,70 to 74,Self-harm,Percent,2019,0.0008946124275999505,0.0012349058460805527,0.000609170170625024
Deaths,Seychelles,Male,70 to 74,Self-harm,Rate,2019,24.589675315239756,33.78654261792551,14.87293998283709
Deaths,Seychelles,Female,70 to 74,Self-harm,Rate,2019,2.3983586073628036,3.423259232311617,1.6006171708045012
Deaths,Seychelles,Male,75 to 79,Self-harm,Number,2019,0.20962743834389774,0.29484945327155626,0.12314693824654388
Deaths,Seychelles,Female,75 to 79,Self-harm,Number,2019,0.025253352950770004,0.036413180761506195,0.01748813134858082
Deaths,Seychelles,Male,75 to 79,Self-harm,Percent,2019,0.004208922581660096,0.005826602386273423,0.0024781807505204903
Deaths,Seychelles,Female,75 to 79,Self-harm,Percent,2019,0.0005599423240331047,0.0008030589754116615,0.0003987321241418293
Deaths,Seychelles,Male,75 to 79,Self-harm,Rate,2019,33.299962297415554,46.837741065408714,19.562269295704755
Deaths,Seychelles,Female,75 to 79,Self-harm,Rate,2019,2.872544750491536,4.141964492757571,1.9892582184711656
Deaths,Seychelles,Male,80 to 84,Self-harm,Number,2019,0.1309147036017698,0.18488398806009462,0.06952869146061012
Deaths,Seychelles,Female,80 to 84,Self-harm,Number,2019,0.024525417132652372,0.03412864822061741,0.01712539458375592
Deaths,Seychelles,Male,80 to 84,Self-harm,Percent,2019,0.003511446623631513,0.004836526650819518,0.0018680408536345286
Deaths,Seychelles,Female,80 to 84,Self-harm,Percent,2019,0.00048157801988881366,0.0006608775517107275,0.0003399781156464869
Deaths,Seychelles,Male,80 to 84,Self-harm,Rate,2019,40.61139284110017,57.35334582414538,21.568677352116154
Deaths,Seychelles,Female,80 to 84,Self-harm,Rate,2019,4.1031248444908055,5.70975423844944,2.8650942656043616
Deaths,Seychelles,Male,85 to 89,Self-harm,Number,2019,0.08145566148581966,0.11401607512075258,0.04133073887173269
Deaths,Seychelles,Female,85 to 89,Self-harm,Number,2019,0.022555595175769643,0.030532804706647213,0.015157635825436706
Deaths,Seychelles,Male,85 to 89,Self-harm,Percent,2019,0.0031757939226278575,0.004463600468196993,0.0015966062890931366
Deaths,Seychelles,Female,85 to 89,Self-harm,Percent,2019,0.0004860129217611057,0.0006532307696951966,0.00033470927802362526
Deaths,Seychelles,Male,85 to 89,Self-harm,Rate,2019,52.028511523914496,72.82595917982037,26.39935376443041
Deaths,Seychelles,Female,85 to 89,Self-harm,Rate,2019,6.547352187595738,8.862946161768864,4.399900747778254
Deaths,South Africa,Male,10 to 14,Self-harm,Number,2019,1.7524080426115116,4.122003416625843,0.7836465596720211
Deaths,South Africa,Female,10 to 14,Self-harm,Number,2019,0.5782883643098116,1.1098749812158308,0.2549503523062986
Deaths,South Africa,Male,10 to 14,Self-harm,Percent,2019,0.0009815102837863203,0.00223687560520941,0.0004430815752938836
Deaths,South Africa,Female,10 to 14,Self-harm,Percent,2019,0.0004232432500510869,0.0008115217932353516,0.00018569140004684754
Deaths,South Africa,Male,10 to 14,Self-harm,Rate,2019,0.07177773023128416,0.16883513545742837,0.032097759191397346
Deaths,South Africa,Female,10 to 14,Self-harm,Rate,2019,0.02426975686886054,0.04657952262464771,0.010699822866899805
Deaths,South Africa,Male,15 to 19,Self-harm,Number,2019,171.78727645078314,259.1113433853926,102.38862516405892
Deaths,South Africa,Female,15 to 19,Self-harm,Number,2019,62.00036817999189,92.94613259901432,31.94106402835786
Deaths,South Africa,Male,15 to 19,Self-harm,Percent,2019,0.0457531300461357,0.06677998992916674,0.028541143964398226
Deaths,South Africa,Female,15 to 19,Self-harm,Percent,2019,0.02091401025125404,0.03263562535955072,0.009481557850950211
Deaths,South Africa,Male,15 to 19,Self-harm,Rate,2019,7.419274034634891,11.19068944904881,4.422034529078213
Deaths,South Africa,Female,15 to 19,Self-harm,Rate,2019,2.775873253259817,4.1613734087276795,1.4300615934985788
Deaths,South Africa,Male,20 to 24,Self-harm,Number,2019,668.3314897536418,837.3877993645636,505.92501457344184
Deaths,South Africa,Female,20 to 24,Self-harm,Number,2019,103.95020263866728,169.59994185567717,49.443637239090705
Deaths,South Africa,Male,20 to 24,Self-harm,Percent,2019,0.08884835850607349,0.11059717071078284,0.06661313208192289
Deaths,South Africa,Female,20 to 24,Self-harm,Percent,2019,0.017662152531623253,0.029617021603331,0.007393029413193569
Deaths,South Africa,Male,20 to 24,Self-harm,Rate,2019,28.288508123520437,35.44416495112818,21.414319247367153
Deaths,South Africa,Female,20 to 24,Self-harm,Rate,2019,4.539579178482605,7.406549916945531,2.1592387549183227
Deaths,South Africa,Male,25 to 29,Self-harm,Number,2019,1190.3898627698636,1527.9992072286498,879.6597277868177
Deaths,South Africa,Female,25 to 29,Self-harm,Number,2019,182.2820251860908,306.1689509375367,70.9542145146507
Deaths,South Africa,Male,25 to 29,Self-harm,Percent,2019,0.08475454726970758,0.1107915287904674,0.0599211802545173
Deaths,South Africa,Female,25 to 29,Self-harm,Percent,2019,0.016278337991204112,0.029273375320765557,0.005158992111693658
Deaths,South Africa,Male,25 to 29,Self-harm,Rate,2019,45.58636357830216,58.515222270125435,33.686852879250985
Deaths,South Africa,Female,25 to 29,Self-harm,Rate,2019,7.03397375180008,11.814573391491669,2.738010409781916
Deaths,South Africa,Male,30 to 34,Self-harm,Number,2019,1364.6654026862154,1820.3925034917374,921.2234491637528
Deaths,South Africa,Female,30 to 34,Self-harm,Number,2019,194.16825510480703,311.4163473762846,102.29970712645502
Deaths,South Africa,Male,30 to 34,Self-harm,Percent,2019,0.06412039001686269,0.08855314706181396,0.04045359700014734
Deaths,South Africa,Female,30 to 34,Self-harm,Percent,2019,0.012349664899544853,0.020989722028318433,0.0057846753621044935
Deaths,South Africa,Male,30 to 34,Self-harm,Rate,2019,52.29465773767716,69.75834716037184,35.30174127600274
Deaths,South Africa,Female,30 to 34,Self-harm,Rate,2019,7.592127884026339,12.176618331255677,3.9999971086069603
Deaths,South Africa,Male,35 to 39,Self-harm,Number,2019,956.8950817499808,1293.5652307824628,633.176058088184
Deaths,South Africa,Female,35 to 39,Self-harm,Number,2019,114.32835198822885,180.02946916141374,58.80237857385135
Deaths,South Africa,Male,35 to 39,Self-harm,Percent,2019,0.041989625346211104,0.05896346778459263,0.025808300667244898
Deaths,South Africa,Female,35 to 39,Self-harm,Percent,2019,0.007457366193489211,0.012178002286984067,0.0035487871364328805
Deaths,South Africa,Male,35 to 39,Self-harm,Rate,2019,43.12080270083683,58.29225393783271,28.53297126972588
Deaths,South Africa,Female,35 to 39,Self-harm,Rate,2019,5.293789555486732,8.33597359668613,2.722749100451315
Deaths,South Africa,Male,40 to 44,Self-harm,Number,2019,598.0112782646034,775.737834946978,430.2435222488801
Deaths,South Africa,Female,40 to 44,Self-harm,Number,2019,86.18691604115322,117.97252421841378,55.45951919777087
Deaths,South Africa,Male,40 to 44,Self-harm,Percent,2019,0.028196734207659162,0.03747133952136266,0.019343741863643148
Deaths,South Africa,Female,40 to 44,Self-harm,Percent,2019,0.006298243461573432,0.008829198971283614,0.004091966698486712
Deaths,South Africa,Male,40 to 44,Self-harm,Rate,2019,34.07139057083266,44.19727138215577,24.512907398087716
Deaths,South Africa,Female,40 to 44,Self-harm,Rate,2019,4.93348288017278,6.75294412767255,3.1745954150879605
Deaths,South Africa,Male,45 to 49,Self-harm,Number,2019,399.7846152338305,549.0265073003866,288.71678433863804
Deaths,South Africa,Female,45 to 49,Self-harm,Number,2019,80.09341390691368,111.63632410170109,50.19430571149216
Deaths,South Africa,Male,45 to 49,Self-harm,Percent,2019,0.02059073985325452,0.028465638406641125,0.014459805255439448
Deaths,South Africa,Female,45 to 49,Self-harm,Percent,2019,0.006244731445538909,0.008547080422621518,0.003982011772049338
Deaths,South Africa,Male,45 to 49,Self-harm,Rate,2019,27.79909189665119,38.1766524987811,20.075971195742575
Deaths,South Africa,Female,45 to 49,Self-harm,Rate,2019,5.129359058744631,7.149436668806853,3.214554157947011
Deaths,South Africa,Male,50 to 54,Self-harm,Number,2019,338.98513591405487,464.34231377060485,250.12446128935684
Deaths,South Africa,Female,50 to 54,Self-harm,Number,2019,77.50551162093454,99.81656022319297,55.54643073680656
Deaths,South Africa,Male,50 to 54,Self-harm,Percent,2019,0.01749236637650909,0.023604920454022765,0.012917168302959726
Deaths,South Africa,Female,50 to 54,Self-harm,Percent,2019,0.005872774767393434,0.007388880374654271,0.004328101326178438
Deaths,South Africa,Male,50 to 54,Self-harm,Rate,2019,29.015739368753714,39.7458004107528,21.409629537154583
Deaths,South Africa,Female,50 to 54,Self-harm,Rate,2019,5.657374259864393,7.285928790158031,4.054510974841044
Deaths,South Africa,Male,55 to 59,Self-harm,Number,2019,287.2333058022879,387.10422973193863,227.86096873993253
Deaths,South Africa,Female,55 to 59,Self-harm,Number,2019,73.52075098306399,90.03724276531146,59.566623512332605
Deaths,South Africa,Male,55 to 59,Self-harm,Percent,2019,0.01460484922940791,0.020037218576586243,0.011585981237271389
Deaths,South Africa,Female,55 to 59,Self-harm,Percent,2019,0.005256492526117476,0.006299897428885854,0.0043125955174937594
Deaths,South Africa,Male,55 to 59,Self-harm,Rate,2019,29.214249099126896,39.37203369618569,23.17554046228481
Deaths,South Africa,Female,55 to 59,Self-harm,Rate,2019,6.009397003415187,7.3594125418314436,4.868822530404104
Deaths,South Africa,Male,60 to 64,Self-harm,Number,2019,210.53947081835844,282.3218978363205,166.75588205321318
Deaths,South Africa,Female,60 to 64,Self-harm,Number,2019,57.89994879005828,68.4759264618078,48.10232333626984
Deaths,South Africa,Male,60 to 64,Self-harm,Percent,2019,0.009937961499908504,0.013595735190860884,0.007928469205088709
Deaths,South Africa,Female,60 to 64,Self-harm,Percent,2019,0.003641077122673537,0.004253280842278892,0.003060686605969876
Deaths,South Africa,Male,60 to 64,Self-harm,Rate,2019,26.193012089695017,35.12339446123269,20.745938125853367
Deaths,South Africa,Female,60 to 64,Self-harm,Rate,2019,5.533511846712017,6.544260542697665,4.597150456915848
Deaths,South Africa,Male,65 to 69,Self-harm,Number,2019,150.16757565053484,218.10514533558091,123.28264396294792
Deaths,South Africa,Female,65 to 69,Self-harm,Number,2019,54.51591264816273,64.45384356511461,45.78893749759304
Deaths,South Africa,Male,65 to 69,Self-harm,Percent,2019,0.007391861461978741,0.010728933341455062,0.006147734559328761
Deaths,South Africa,Female,65 to 69,Self-harm,Percent,2019,0.003249487736391696,0.0038119517364272304,0.0027789807748367064
Deaths,South Africa,Male,65 to 69,Self-harm,Rate,2019,26.165033490685342,38.00240103414056,21.48063251428858
Deaths,South Africa,Female,65 to 69,Self-harm,Rate,2019,7.0583437618636395,8.345038403595247,5.928435307216529
Deaths,South Africa,Male,70 to 74,Self-harm,Number,2019,94.89136554514965,149.42848411466056,77.58220686148503
Deaths,South Africa,Female,70 to 74,Self-harm,Number,2019,45.89205467689433,53.94634250260507,38.75182385181772
Deaths,South Africa,Male,70 to 74,Self-harm,Percent,2019,0.005618222442941104,0.008934653014942276,0.004606807356928877
Deaths,South Africa,Female,70 to 74,Self-harm,Percent,2019,0.002820425400502073,0.0032909833498122277,0.0023962659152193585
Deaths,South Africa,Male,70 to 74,Self-harm,Rate,2019,25.327959435018812,39.884752025111226,20.70787976311689
Deaths,South Africa,Female,70 to 74,Self-harm,Rate,2019,8.557514916037256,10.059402087833002,7.226072420822364
Deaths,South Africa,Male,75 to 79,Self-harm,Number,2019,68.86432153631718,104.21759164446686,57.08455070494169
Deaths,South Africa,Female,75 to 79,Self-harm,Number,2019,39.76092915509015,46.705344214873485,33.63854381863493
Deaths,South Africa,Male,75 to 79,Self-harm,Percent,2019,0.004732480966446891,0.007123233652919382,0.003938338089353609
Deaths,South Africa,Female,75 to 79,Self-harm,Percent,2019,0.0023622507221320497,0.0027644883443388637,0.0020031174988515326
Deaths,South Africa,Male,75 to 79,Self-harm,Rate,2019,30.052272046807172,45.48037860956569,24.911600218844033
Deaths,South Africa,Female,75 to 79,Self-harm,Rate,2019,10.46444694576125,12.2921070258111,8.853132072184152
Deaths,South Africa,Male,80 to 84,Self-harm,Number,2019,50.82421416648836,75.1219476068355,41.84984144107591
Deaths,South Africa,Female,80 to 84,Self-harm,Number,2019,40.40238515536328,48.37865413228809,33.41949619666854
Deaths,South Africa,Male,80 to 84,Self-harm,Percent,2019,0.003872775893049455,0.005752284937863053,0.0031923151305785127
Deaths,South Africa,Female,80 to 84,Self-harm,Percent,2019,0.0018320810828860615,0.0021714076978740873,0.0015284461687627587
Deaths,South Africa,Male,80 to 84,Self-harm,Rate,2019,41.43257755090427,61.24041406325258,34.1165491574629
Deaths,South Africa,Female,80 to 84,Self-harm,Rate,2019,15.803701453904964,18.923679968604834,13.07229111848489
Deaths,South Africa,Male,85 to 89,Self-harm,Number,2019,35.43635035449852,53.483378932030696,28.625313147978247
Deaths,South Africa,Female,85 to 89,Self-harm,Number,2019,29.308913903573018,35.40119472180495,24.089484574293373
Deaths,South Africa,Male,85 to 89,Self-harm,Percent,2019,0.00375805716934137,0.005726388075728319,0.003056258937275525
Deaths,South Africa,Female,85 to 89,Self-harm,Percent,2019,0.0015301079999417862,0.0018340167434453324,0.0012563419399958036
Deaths,South Africa,Male,85 to 89,Self-harm,Rate,2019,64.598157918501,97.49671520074472,52.18208084921762
Deaths,South Africa,Female,85 to 89,Self-harm,Rate,2019,21.89959698623313,26.451744332436,17.999643573240423
Deaths,Republic of Moldova,Male,10 to 14,Self-harm,Number,2019,1.9455046562995733,2.902278742468755,1.2233155893384717
Deaths,Republic of Moldova,Female,10 to 14,Self-harm,Number,2019,0.6019149889018274,0.855806970586022,0.40297424446321234
Deaths,Republic of Moldova,Male,10 to 14,Self-harm,Percent,2019,0.06549619775482947,0.09521690991787327,0.041897338257309714
Deaths,Republic of Moldova,Female,10 to 14,Self-harm,Percent,2019,0.03125348458390002,0.04410238085216581,0.0210030402538858
Deaths,Republic of Moldova,Male,10 to 14,Self-harm,Rate,2019,1.8516542188521825,2.7622738708828782,1.1643032899724068
Deaths,Republic of Moldova,Female,10 to 14,Self-harm,Rate,2019,0.6019434846185132,0.8558474859967042,0.4029933219743451
Deaths,Republic of Moldova,Male,15 to 19,Self-harm,Number,2019,8.968728493808978,11.785859494177435,6.657539489607327
Deaths,Republic of Moldova,Female,15 to 19,Self-harm,Number,2019,2.5237870240022477,3.3779079044472025,1.8187012014531556
Deaths,Republic of Moldova,Male,15 to 19,Self-harm,Percent,2019,0.1578017511172192,0.20391317060440137,0.12182205343173083
Deaths,Republic of Moldova,Female,15 to 19,Self-harm,Percent,2019,0.10614959989392432,0.13898465466965662,0.07780487594751097
Deaths,Republic of Moldova,Male,15 to 19,Self-harm,Rate,2019,8.929661884784611,11.734521830740185,6.6285401177917604
Deaths,Republic of Moldova,Female,15 to 19,Self-harm,Rate,2019,2.6544183820787124,3.552748607255564,1.9128372777629443
Deaths,Republic of Moldova,Male,20 to 24,Self-harm,Number,2019,20.155600583354943,25.234579229226622,15.552216388274129
Deaths,Republic of Moldova,Female,20 to 24,Self-harm,Number,2019,2.1039093110587315,2.9286661399667646,1.5193874205283984
Deaths,Republic of Moldova,Male,20 to 24,Self-harm,Percent,2019,0.17421228617403717,0.21456218491512963,0.13755766225439553
Deaths,Republic of Moldova,Female,20 to 24,Self-harm,Percent,2019,0.07020713331797233,0.09371938144925211,0.052667668301079155
Deaths,Republic of Moldova,Male,20 to 24,Self-harm,Rate,2019,18.849820940254872,23.59975819159739,14.544666775405396
Deaths,Republic of Moldova,Female,20 to 24,Self-harm,Rate,2019,2.053118140487336,2.8579642419905356,1.482707386253893
Deaths,Republic of Moldova,Male,25 to 29,Self-harm,Number,2019,32.04482620249313,39.49240232763215,25.5087886166775
Deaths,Republic of Moldova,Female,25 to 29,Self-harm,Number,2019,3.555802223182505,4.827570027440275,2.5080954616154156
Deaths,Republic of Moldova,Male,25 to 29,Self-harm,Percent,2019,0.16058906442927492,0.1943087180650646,0.1303968616204595
Deaths,Republic of Moldova,Female,25 to 29,Self-harm,Percent,2019,0.06370533786061322,0.08279379300045496,0.04699287003569304
Deaths,Republic of Moldova,Male,25 to 29,Self-harm,Rate,2019,23.44899127236042,28.898799190027923,18.66620707696087
Deaths,Republic of Moldova,Female,25 to 29,Self-harm,Rate,2019,2.6978815804102068,3.662805588640024,1.902958635800189
Deaths,Republic of Moldova,Male,30 to 34,Self-harm,Number,2019,43.00942281652948,53.478103088805895,34.01335580126993
Deaths,Republic of Moldova,Female,30 to 34,Self-harm,Number,2019,4.705492274194867,6.4052562266606206,3.354547236579233
Deaths,Republic of Moldova,Male,30 to 34,Self-harm,Percent,2019,0.12817341870272,0.15658105975257197,0.1029756596985693
Deaths,Republic of Moldova,Female,30 to 34,Self-harm,Percent,2019,0.04595660187125344,0.060072633515599785,0.034466425661338264
Deaths,Republic of Moldova,Male,30 to 34,Self-harm,Rate,2019,25.63837993120738,31.878872935354547,20.27572754203874
Deaths,Republic of Moldova,Female,30 to 34,Self-harm,Rate,2019,2.914648704632316,3.967506623325357,2.077854172950803
Deaths,Republic of Moldova,Male,35 to 39,Self-harm,Number,2019,45.75037617361701,57.55080134598074,36.07110704706972
Deaths,Republic of Moldova,Female,35 to 39,Self-harm,Number,2019,5.883230697506536,7.853142848575116,4.375138559129655
Deaths,Republic of Moldova,Male,35 to 39,Self-harm,Percent,2019,0.09516179781668294,0.11608454384726671,0.07768831860236607
Deaths,Republic of Moldova,Female,35 to 39,Self-harm,Percent,2019,0.037199797554151114,0.04835355066097902,0.028820320896727276
Deaths,Republic of Moldova,Male,35 to 39,Self-harm,Rate,2019,29.038957842352456,36.52899569038472,22.895273098779146
Deaths,Republic of Moldova,Female,35 to 39,Self-harm,Rate,2019,3.868215922823086,5.163430396149062,2.8766474593891744
Deaths,Republic of Moldova,Male,40 to 44,Self-harm,Number,2019,48.11317442864564,61.949799603624136,37.7276741656235
Deaths,Republic of Moldova,Female,40 to 44,Self-harm,Number,2019,6.5517136040340525,8.764544326896807,4.812379704065128
Deaths,Republic of Moldova,Male,40 to 44,Self-harm,Percent,2019,0.07133200375926185,0.08865473882379026,0.057855410414767494
Deaths,Republic of Moldova,Female,40 to 44,Self-harm,Percent,2019,0.027799100815717622,0.03583306044103799,0.020643139718498394
Deaths,Republic of Moldova,Male,40 to 44,Self-harm,Rate,2019,34.385099745509905,44.27373715995586,26.96288188747513
Deaths,Republic of Moldova,Female,40 to 44,Self-harm,Rate,2019,4.714721303333401,6.3071108338110395,3.4630679058551928
Deaths,Republic of Moldova,Male,45 to 49,Self-harm,Number,2019,50.43529687702609,64.92734475001228,38.652621016961945
Deaths,Republic of Moldova,Female,45 to 49,Self-harm,Number,2019,7.4673397356431,10.118951064732476,5.4366866798914675
Deaths,Republic of Moldova,Male,45 to 49,Self-harm,Percent,2019,0.05510108204125505,0.06887893221854843,0.04384497333506558
